Fecha;Potencia_Molino;Velocidad_Molino;Bajotamano_Harneros_Humedos;P80_Molienda;Nivel_Cajon_Molienda;Alim_BHC_tph;Alim_BHC_m3h;Densidad_Alimentacion_BHC;Presion_Alim_BHC;Ciclones_Abiertos;Cp_Alim_BHC;Cp_OF_BHC;CC;Agua_Proceso_Total
44197.29167;16.72;11.79;2523.15;210.06;81.01;24473;13652.5;1.79;56;13;69.9;35.3;578.4;800.2
44197.33333;16.7;11.75;2530.77;203.4;79.69;24330.4;13587;1.79;55.9;13;69.8;35.2;571.5;824.1
44197.375;16.71;11.79;2538.67;219.6;78.12;24033.8;13469;1.78;55;13;69.5;35;558.3;815.9
44197.41667;16.77;11.77;2199.7;210.92;76.98;21297.9;12147.5;1.78;54.3;12.1;67.9;32.2;575.2;833.9
44197.45833;16.81;11.77;2431.11;214.14;76.1;21379.2;12092.6;1.77;55;12;68.7;34.4;504.3;844
44197.5;16.81;11.77;2495.98;207.11;77.17;21272.1;12041.5;1.77;55.1;12;68.6;34.4;485.1;839.9
44197.54167;16.81;11.74;2467.12;194.07;77.41;20961.5;11845.3;1.77;54;12;68.8;34.3;484.8;838.2
44197.58333;16.8;11.75;2478.32;189.3;77.01;20800.6;11726.3;1.78;54;12;69;34.3;479.3;842.6
44197.625;16.79;11.77;2575.85;223.2;75.63;21362.4;11947.3;1.78;54.7;12;69.7;35.4;478.4;865.7
44197.66667;16.79;11.74;2565.68;232.78;75.89;21902.8;12163.4;1.79;54.8;12;70.3;36.1;500.6;869.9
44197.70833;16.8;11.72;2560.43;243.25;77.99;22340.2;12338.3;1.8;55.6;12;70.8;36.1;518;877.2
44197.75;16.77;11.71;2517.76;245.08;80.11;22632.9;12477;1.8;55.9;12;71;34.6;538.3;881.4
44197.79167;16.76;11.73;2477.97;236.11;81.35;22612;12524.8;1.81;56.6;12;70.5;33.4;544.1;849.2
44197.83333;16.76;11.72;2550.81;253.63;81.56;22701.1;12516.9;1.81;56.4;12;70.9;35.8;531.5;882.9
44197.875;16.76;11.75;2496.62;242.7;83.05;22879.4;12578.7;1.82;56.4;12;71.2;37;552.6;867.6
44197.91667;16.75;11.74;2443.7;242.23;84.07;23193.7;12682.5;1.82;56.4;12;71.7;36.7;580.4;874.3
44197.95833;16.77;11.72;2406.9;247.26;84.79;23322.3;12740.8;1.82;56.5;12;71.8;36.4;595.4;876.3
44198;16.8;11.75;2379.09;231.24;84.91;22671.4;12698.3;1.82;56.4;12;71.5;35.9;596.7;868.1
44198.04167;16.8;11.75;2406.67;232.31;84.78;22903.6;12589.9;1.82;56.4;12;71.2;35.7;578;851.7
44198.08333;16.79;11.78;2422.04;222.41;84.41;22952.3;12616.9;1.82;56.5;12;71.2;35.1;574.9;869.6
44198.125;16.78;11.73;2391.43;215.46;83.19;22908.7;12585.9;1.82;56.7;12;71.3;34.8;582.8;861.9
44198.16667;16.7;11.75;2368.46;212.18;81;23256.9;12806.7;1.82;57.8;12;71.1;34.5;597.9;835.2
44198.20833;16.68;11.75;2516.04;206.36;82.61;22952.7;12597.8;1.81;57.3;12;71.4;35.2;551;846.6
44198.25;16.69;11.81;2540.04;207.12;83.46;22802.2;12530.2;1.8;56.9;12;71.2;35.4;539.7;846
44198.29167;16.7;11.77;2549.85;212.57;83.58;22425;12349.5;1.79;56;12;71;35.7;525;850.5
44198.33333;16.69;11.75;2509.77;199.08;83.53;22393.1;12365.1;1.78;55.9;12;70.8;33.9;532;858.5
44198.375;16.73;11.79;1999.84;192.94;82.36;20503.3;11504.1;1.76;55.3;11.2;69.2;33.3;651.5;852.3
44198.41667;16.75;11.76;1267.19;164.65;75.21;16494.3;10042.8;1.66;51.1;8;61.9;27.9;705.9;870.2
44198.45833;16.74;11.76;1086.03;126.19;75;15969.1;10341.2;1.53;50.3;7.5;55.6;23.8;749.8;856.2
44198.5;16.84;11.73;1282.76;115.68;78.58;16255.1;10630.8;1.54;49.4;7.2;54.7;22.2;610.1;861.1
44198.54167;16.86;11.71;2163.62;128.92;79.7;19601.4;11501.2;1.69;51.2;11;65.3;28.3;491.6;834.8
44198.58333;16.78;11.75;2406.87;165.4;79.43;21411.9;11981.1;1.75;53.1;12;69.7;35.1;519.8;846.2
44198.625;16.75;11.75;2423.18;164.14;78.05;21680.4;12120.9;1.78;53.4;12;69.7;35.8;524;837.8
44198.66667;16.73;11.74;2433.65;180.66;77.88;21672;12143.2;1.79;53.4;12;69.5;35.8;519.3;835.2
44198.70833;16.72;11.74;2436.27;192.67;77.68;21899.4;12247.7;1.79;53.7;12;69.7;35.5;526.7;841
44198.75;16.69;11.74;2440.4;192.83;77.72;21908.4;12267.8;1.79;53.9;12;69.6;34.9;524.8;837.6
44198.79167;16.67;11.73;2437.29;196.11;77.67;21962.9;12273.4;1.79;53.9;12;69.8;34.5;528.8;820.9
44198.83333;16.65;11.76;2407.52;188.17;78.01;22074.1;12277;1.79;53.9;12;70.2;33.1;543.6;845.8
44198.875;16.65;11.78;2430.11;184.61;78.08;21927.3;12216.6;1.79;53.9;12;70;32.9;532.1;856.3
44198.91667;16.65;11.76;2387.32;177.6;77.99;21869.5;12209.9;1.79;54;12;69.9;32.2;540;858.3
44198.95833;16.65;11.77;2358.86;188.64;77.64;21801.2;12177.7;1.79;53.9;12;69.8;34;545.4;856.3
44199;16.71;11.77;2351.45;196.29;77.67;21807.8;12178.4;1.79;53.9;12;69.8;33.7;547.8;863
44199.04167;16.71;11.77;2367.39;210.83;77.68;21956.1;12247.2;1.79;53.9;12;69.9;34;548.7;869.3
44199.08333;16.71;11.75;2382.9;219.02;77.92;21913.7;12219.3;1.79;53.9;12;70;34.5;543.5;865.6
44199.125;16.7;11.74;2402.91;224.66;77.95;21919.2;12205.2;1.78;54.1;12;70.1;34.7;539.5;866.7
44199.16667;16.72;11.75;2169.82;225.48;79.08;19670.9;11035.2;1.78;56.2;11.1;69.4;34.6;529.4;738.2
44199.20833;16.75;11.78;2354.1;235.77;77.32;19456.7;10855.2;1.78;56.1;11;69.9;36.1;478.3;717.1
44199.25;16.75;11.78;2379.39;236.04;79.41;19427.9;10849.1;1.78;56;11;69.8;36.8;471.9;714.8
44199.29167;16.76;11.81;2046.42;221.19;79.65;18002.8;10280.6;1.76;56.3;10.2;67.8;34;496.9;706
44199.33333;16.75;11.74;2051.52;214.25;76.85;17532.4;10103;1.73;55.1;10;67;34.1;472.9;689.5
44199.375;16.79;11.8;1894.63;214.04;75.05;18240;10534.1;1.7;54.9;10;66.8;32.3;544.6;696.3
44199.41667;16.8;11.8;1666.45;210.76;74.9;18801.7;11061;1.68;54.8;9.9;65.1;27.9;639.6;683.3
44199.45833;16.82;11.74;1511.9;210.76;75.2;18212.3;11005.2;1.66;53.3;9;62.6;26.4;668.9;699.7
44199.5;16.86;11.73;1833.31;210.76;75.03;17936.6;10670.6;1.67;53.9;9;64.1;29.4;526.9;745.7
44199.54167;16.85;11.74;1951.89;210.76;74.77;18003.4;10669.8;1.68;53.8;9.3;64.4;31.7;494.7;708.8
44199.58333;16.8;11.75;1997.35;210;75.18;17599.3;10276.4;1.69;52.1;10;65.8;32.9;479.9;707.4
44199.625;16.78;11.75;1963.2;213.14;75.1;17671.6;10238.1;1.7;52;10;66.5;33;499;709.4
44199.66667;16.76;11.76;1802.96;204.88;74.82;17866.4;10427.1;1.71;51.9;10;65.8;31.6;553.5;709
44199.70833;16.73;11.77;1685.83;178.75;74.93;18053.1;10807.5;1.67;52.9;9.7;63.4;29.4;579.9;665.5
44199.75;16.74;11.76;1629.62;166.41;74.93;17732;10844.2;1.62;53.9;9;61.4;28.7;568.6;656.1
44199.91667;15.73;10.75;1309.52;155.35;79.22;13343.2;10106.7;1.29;49.9;6.1;31.1;29.1;270.3;713.7
44199.95833;16.82;11.69;2030.34;160.26;75.44;18019.9;10862.9;1.65;50.3;9.1;62.8;30.1;459.4;653.5
44200;16.82;11.78;2374.73;197.01;75.01;18636.2;10595.9;1.73;51.5;11;68.2;35.8;435.4;618.9
44200.04167;16.81;11.79;2388.76;186.09;76.61;18973.5;10657.6;1.76;53;11;69.3;37.1;450.6;593.1
44200.08333;16.76;11.74;2367.98;186.6;77.3;19482.9;10931.9;1.78;54.7;11;69.4;36;471.2;728.9
44200.125;16.75;11.75;2317.93;192.96;77.79;19665.3;11009.2;1.78;55;11;69.6;35.5;490.8;809
44200.16667;16.74;11.74;2255.78;198.14;78.2;19820.6;11080.3;1.78;55;11;69.7;34.5;513;840.6
44200.20833;16.73;11.76;2205.99;218;79.52;19846.7;11056.7;1.78;55;11;70;34.2;530.3;841.9
44200.25;16.74;11.78;2196.58;222.74;81.28;19851.7;11015.7;1.78;55.3;11.1;70.4;34.2;536.3;852
44200.29167;16.65;11.79;2242.1;214.67;81.86;22259.4;12352.8;1.78;56.3;12;70.4;32.2;599;823.8
44200.33333;16.61;11.78;2268.7;221.44;81.09;22808;12635.1;1.78;56.6;12.1;70.5;33.9;609.5;817.6
44200.375;16.6;11.76;2283.83;212.87;79.9;24243.9;13479.8;1.78;53;13;70.2;35.3;645.7;787.4
44200.41667;16.64;11.78;2177.06;210.96;77.36;22840.2;12798.7;1.78;54.2;12.5;69.5;34.8;629.4;767.1
44200.45833;16.73;11.8;2073.87;179.16;75.19;20096.6;11472.6;1.76;53.9;11.7;67.8;33.5;557.6;764.5
44200.5;16.75;11.8;1976.21;178.95;75.57;18554.8;10754.6;1.73;54.5;11;66.5;32.3;524.2;759.6
44200.54167;16.72;11.8;1923.75;170.75;75.43;17999.2;10621.4;1.7;53.7;11;64.8;30.3;506.5;751
44200.58333;16.71;11.75;1737.06;166;75.19;17709.8;10692.6;1.68;53.9;10.6;62.6;28.1;540.2;729.6
44200.625;16.72;11.74;1714.17;157.36;75.03;17568.1;10795.6;1.65;53;10;61;27.7;525.1;721.7
44200.66667;16.73;11.73;1797.18;158.31;75.11;17550.5;10727.9;1.64;51.9;10;61.5;28.1;500.6;742
44200.70833;16.75;11.73;1800.36;171.41;75.05;17325.9;10465.6;1.65;52;10;62.6;29.3;502.9;764.8
44200.75;16.73;11.75;1823.79;172.25;75.02;17314.9;10443.5;1.66;52;10;62.8;29.2;496.4;766.1
44200.79167;16.75;11.76;1844.92;184.94;74.94;17245.4;10319.1;1.67;51.7;10;63.5;30.3;495;771.9
44200.83333;16.74;11.76;1752.85;171.97;75.29;17291;10441.9;1.68;52.4;9.4;62.7;28.9;520.3;772.7
44200.875;16.75;11.75;2160.12;181.69;74.99;17276.4;10101.3;1.69;51.9;9.8;65.7;32.4;426;802.8
44200.91667;16.77;11.78;2207.82;195.05;75;16957.7;9738.8;1.71;52;10;67.3;32.7;417.1;812.3
44200.95833;16.76;11.76;2143.3;189.69;74.81;17077.4;9874.7;1.72;52.5;10;66.7;33.7;431.5;801.8
44201;16.78;11.74;2072.48;173.45;74.93;17417.1;10225;1.72;52.9;10;65.3;32.8;448.9;789.5
44201.04167;16.8;11.75;1997.87;174.38;74.99;17655.8;10428.1;1.71;52.9;10;64.7;31.6;472.2;784.9
44201.08333;16.77;11.75;1976.21;174.9;75.02;17709.8;10505.2;1.71;53;10;64.3;30.6;477;787.9
44201.125;16.77;11.73;1982.9;178.93;74.99;17645;10425.6;1.7;52.9;10;64.7;30.9;475.9;788.6
44201.16667;16.79;11.73;2019.52;187.96;75.11;17830.9;10451.3;1.7;52.9;10;65.5;31.5;478.1;797.4
44201.20833;16.78;11.76;2013.71;195.44;75.09;17720.9;10291.9;1.71;53.1;10;66.3;32;483.7;810.6
44201.25;16.78;11.76;1979;194.12;74.96;17723.7;10289.3;1.71;53;10;66.3;32.1;494.3;814.1
44201.29167;16.78;11.76;1982.62;194.88;75.01;17744.9;10287.6;1.72;53;10;66.5;32.5;495.1;758.4
44201.33333;16.75;11.76;1998.41;203.56;75.04;17807.9;10304.3;1.73;53.1;10;66.6;32.5;493.9;744.4
44201.375;16.78;11.79;2112.63;205.34;75.05;17620.6;10116.7;1.74;53.1;10;67.3;33.7;462;749.9
44201.41667;16.79;11.75;2169.83;213.55;75;17227.5;9858.8;1.74;53.1;10;67.7;35.2;437.2;746.9
44201.45833;16.79;11.77;2199.58;215.04;75.03;17092.7;9767.3;1.75;53;10;67.8;35.6;426.7;750.2
44201.5;16.77;11.79;2061.87;222.07;74.94;17058.3;9744.3;1.74;53.1;9.9;67.8;35.6;465.2;742.3
44201.54167;16.75;11.75;1708.32;158.16;74.93;17972.3;10894.4;1.65;51.4;9.5;62.3;27.4;560.8;722
44201.58333;16.75;11.78;2006.49;192.21;75.08;17508.7;10137.6;1.71;51.2;10;66.6;32.7;481.1;723.9
44201.625;16.73;11.76;2022.46;196.74;74.96;17263.7;9975.1;1.71;50.9;10;66.8;33.6;470;722.3
44201.66667;16.49;11.66;1243.55;196.03;75.09;16025.7;9657.3;1.64;51.7;9;62;33.4;580.6;761
44201.75;14.24;9.96;407.15;202.08;77.02;9954.7;8877.7;1.12;46;6;15.1;33.3;661.1;668.1
44201.79167;17;11.67;1840.43;192.82;79.33;17365.6;11218.6;1.54;50.2;8.2;55.9;32.7;425.5;662.8
44201.83333;16.81;11.72;2116.37;199.52;76.32;17381.4;10071.8;1.7;52;10;66.5;34;446.4;570.1
44201.875;16.83;11.76;2207.49;219.39;82.02;16599.3;9467.4;1.75;52.1;10;67.9;35.6;411.1;764.4
44201.91667;16.81;11.77;2260.14;213.88;81.2;17407.3;9852.3;1.76;52.8;10.5;68.6;36.5;428.5;854.5
44201.95833;16.76;11.75;2374.99;204.61;75.04;19007.9;10704.5;1.75;55;11;69.1;35.5;453.2;836.6
44202;16.8;11.79;2247.24;204.37;74.87;19086.8;10759.5;1.75;54.9;11;69;34.5;486.9;888
44202.04167;16.76;11.76;2216.74;205.21;75.07;19719.4;11177.9;1.75;57;11;68.5;33.2;509.4;881.4
44202.08333;16.75;11.75;2213.44;204.83;76.59;19668;11204.6;1.75;57;11;68;33.1;504.8;873.8
44202.125;16.75;11.76;2194.38;188.59;75.7;19646.6;11238.6;1.75;56.9;11;67.7;33;506;867.6
44202.16667;16.77;11.79;2207.52;195.34;74.95;19675.3;11265.8;1.75;56.9;11;67.6;32.7;502.5;858.9
44202.20833;16.76;11.76;2223.86;172.13;74.97;19808.5;11333.2;1.75;56.9;11;67.7;32.9;502.8;858.3
44202.25;16.73;11.77;2265.78;176.79;75.46;19931.3;11337.8;1.75;57.2;11;68.2;32.7;500.1;859.6
44202.29167;16.73;11.82;2419.35;186.9;77.04;19885.6;11194.1;1.76;57.1;11;69.1;35.7;468.5;873.5
44202.33333;16.69;11.81;2467.6;184.42;77.61;19921.9;11162;1.76;57;11;69.5;37;461.5;878.4
44202.375;16.66;11.8;2501.72;201.64;77.53;20009.2;11198;1.76;57.9;11;69.6;37.6;457.1;871.8
44202.41667;16.61;11.79;2282.3;172.84;77.8;20296.5;11468.7;1.77;59.9;11;68.8;35.5;514.8;854.2
44202.45833;16.59;11.78;2218.84;178.13;76.55;20189.7;11484.4;1.77;60.1;11;68.2;34.5;520.6;836.7
44202.5;16.59;11.77;2195.27;174.64;77.34;20133.5;11461;1.77;59.8;11;68.1;34;524.8;842.3
44202.54167;16.64;11.76;2139.81;172.84;77.56;19873.4;11306.2;1.78;58.1;11;68.2;33.1;533.9;866.2
44202.58333;16.68;11.74;2212.38;193.66;77.42;19905.3;11178.4;1.78;58;11;69.3;34.6;524;900.1
44202.625;16.66;11.73;2190.09;223.71;77.54;20010.6;11168.6;1.77;57.9;11;69.9;34.7;538.6;905.4
44202.66667;16.65;11.74;1937.84;180.43;76.99;19016.2;10788.8;1.76;55.4;10.8;68.4;32.1;585.4;900.9
44202.70833;16.6;11.76;2237.04;190.65;76.02;22062;12395.8;1.76;58.5;11.9;69.3;32.4;583.3;868.3
44202.75;16.58;11.8;2395.74;194.6;77.33;23116.1;12821;1.77;59;12;70.4;34.6;579.8;868.9
44202.79167;16.56;11.8;2373.52;193.32;79.78;23419;12962.5;1.77;58.9;12;70.6;34.6;597.2;888.2
44202.83333;16.56;11.78;2252.18;198.24;80.94;23529.8;13037.6;1.78;58.8;12;70.5;33.4;637.4;881.1
44202.875;16.64;11.77;2329.06;219.13;81.17;23880.8;13138.7;1.79;58.9;12;71.1;34.1;629.5;899.2
44202.91667;16.67;11.77;2059.56;215.85;82.17;24097.9;13277.3;1.79;58.6;12;71;32.3;741.9;902.1
44202.95833;16.67;11.81;1331.02;164.66;79.19;19447.7;11358.2;1.72;59.9;10.3;65.7;25.2;4247.5;837.7
44203;16.73;11.77;1601.64;148.53;75.71;19041.8;11339.4;1.68;58.9;10;64;23.7;664.2;843.2
44203.04167;16.73;11.75;1952.96;179.57;75.56;19395.8;11095.9;1.72;57.7;10.6;67.7;28.1;573.1;907.6
44203.08333;16.75;11.75;2201.05;203.39;76.7;20238.1;11222.5;1.78;57;11;70.4;31.5;548.4;939.5
44203.125;16.7;11.76;2276.15;219.62;78.67;22916.1;12573.1;1.82;57.2;12;71.4;32.6;618.8;948.3
44203.16667;16.7;11.79;2297.6;221.48;82.5;23699.3;12963.4;1.82;58.1;12;71.6;33.6;639.2;943
44203.20833;16.65;11.82;2212.51;209.45;84.49;25578.8;13926.1;1.81;57.8;12.8;72;34.3;733.7;955.7
44203.25;16.63;11.82;2051.37;238.72;84.66;25945.1;14183.2;1.8;57.9;13;71.7;33.7;807;962.6
44203.29167;16.62;11.82;2016.62;245.69;85.01;25972.1;14214.9;1.8;58;13;71.6;33.3;822.4;957.7
44203.33333;16.6;11.81;2027.92;253.3;84.74;25908.8;14198.9;1.79;58.9;13;71.5;33.2;813.4;937.6
44203.375;16.53;11.82;985.3;248.23;84.49;20792;11945.5;1.71;60.9;10.6;65.5;33.2;945.3;1064.3
44203.58333;17.09;11.81;1798.28;214.57;79.35;6886.9;12166.7;1.55;59.8;9.5;56.2;29.6;492.5;400.1
44203.625;16.74;11.84;2341.81;180;76.91;21789;12256.9;1.75;60.3;11.7;69.1;31.6;543.1;658.8
44203.66667;16.52;11.84;2445.91;193.85;76.25;25900;14251.5;1.81;63.2;13;71.1;34.5;654;645.7
44203.70833;16.47;11.81;2508.43;200.06;76.36;25634.3;14002.2;1.81;61.5;13;71.8;34.8;633.4;659.2
44203.75;16.45;11.8;2392.83;185.56;75.76;25307.1;13807.1;1.81;56.7;13;71.9;34.8;660.7;658.1
44203.79167;16.47;11.83;2345.37;187.84;76.01;25718.2;14106.6;1.82;58.9;13;71.4;35.1;683.2;844.2
44203.83333;16.51;11.83;2305.22;176.64;76.11;25776.3;14186.8;1.82;58.9;13;71.1;34.2;695.4;944.4
44203.875;16.52;11.82;2319.28;204.99;76.03;25934;14202;1.82;59;13;71.5;34.6;700.9;973
44203.91667;16.57;11.81;2231.35;210.83;77.2;26085.7;14261.3;1.82;59;13;71.7;34.1;738.4;984.6
44203.95833;16.59;11.81;2294.9;214.1;79.2;26028.5;14245;1.82;59;13;71.6;34.2;712.5;985.2
44204;16.59;11.81;2252.65;197.74;80.08;25922.3;14230.7;1.83;59;13;71.3;33.9;721;984.7
44204.04167;16.58;11.8;2228.49;207.68;79.84;25945.4;14240.6;1.83;58.9;13;71.3;33.6;731.1;984.8
44204.08333;16.56;11.8;2357.66;216.24;82.2;26202.8;14231.4;1.84;59;13;72.3;34;703.3;997
44204.125;10.92;7.93;1356.11;222.07;94.35;16262.3;12761.6;1.74;48;11.6;61.7;34;751.1;890.1
44204.41667;16.52;11.83;2426.88;188.61;84.58;3904.4;14133.6;1.83;62.2;12;71.8;37.9;666.7;844.3
44204.45833;16.46;11.83;2378.03;169.72;84.92;26110.8;14313.7;1.83;63.9;12;71.5;35.6;684.7;1045.3
44204.5;16.46;11.85;2318.73;197.12;84.97;26156.5;14315.9;1.83;65;12;71.6;34.8;707.8;1057.8
44204.54167;16.45;11.86;2264.37;195.82;85.04;26212.4;14336;1.83;66;12;71.7;34;729.6;1069.4
44204.58333;16.45;11.84;2180.73;192.43;84.99;26329.2;14390.7;1.83;66;12;71.7;33.1;766;1065.9
44204.625;16.45;11.83;2204.02;201.51;84.99;26376.6;14408.7;1.83;66;12;71.7;32.9;758.9;1066.8
44204.66667;16.46;11.83;2170.5;194.56;84.91;26358;14432;1.83;65.9;12;71.5;32;769.2;1051.4
44204.70833;16.43;11.85;2060.89;185.88;84.97;26507.8;14532.9;1.83;65.9;12;71.5;29.7;819.5;1058.7
44204.75;16.4;11.83;2064.45;194.9;84.79;26559.8;14574.6;1.83;65.8;12;71.4;29.4;819.3;1042
44204.79167;16.39;11.82;2079.48;203.05;84.85;26532.6;14466.5;1.83;65;12;71.9;32.1;817.8;1058
44204.83333;16.37;11.83;1981.82;183.42;84.97;26674.8;14572.4;1.83;64.2;12;71.7;31.2;865.9;1067.4
44204.875;16.41;11.83;1930.48;169.66;84.82;26806.9;14692.1;1.83;63.9;12;71.5;30;892.6;1058.1
44204.91667;16.44;11.82;1917.64;153.97;84.26;26741;14712.4;1.84;64.2;12;71.1;29.3;892.2;1038.8
44204.95833;16.47;11.85;1942.87;173.71;80.41;26680;14665.5;1.82;64.1;12;71.2;30.4;878.1;940.9
44205;16.47;11.83;1255.52;103.02;77.14;21874.1;12571.4;1.72;61.2;10.5;66.6;29.9;6402.5;681.1
44205.04167;16.67;11.78;1894.65;149.51;77.75;19647.1;11199.1;1.73;58.9;10.8;68;28.8;609.8;708.4
44205.08333;16.58;11.8;2188.13;187.66;83.19;24583.9;13448.8;1.82;57.8;12.8;71.6;33.9;704.4;739.9
44205.125;16.53;11.82;2202.83;208.52;81.18;26316.6;14256.4;1.83;58.8;13;72.5;35.1;766;733.4
44205.16667;16.54;11.84;2131.77;190.05;85.26;26263.6;14280.2;1.83;58.8;13;72.2;33.8;789.1;740.5
44205.20833;16.5;11.85;2022.6;191;83.54;26106.1;14275.9;1.83;58.8;13;71.7;33.4;825.2;742.8
44205.25;16.49;11.85;2050.7;190.9;82.45;25924.9;14316.6;1.83;59.5;13;70.8;32.7;795.8;735.2
44205.29167;16.48;11.85;2150.85;190.05;80.2;26200.9;14479.4;1.82;61.1;13;70.7;33.1;761.9;730.6
44205.33333;16.47;11.82;2177.24;205;80.59;26614.9;14537.5;1.82;62.4;13;71.8;32;777.6;738.9
44205.375;16.47;11.83;2120.78;202.01;83.55;26613.5;14517;1.82;62.3;13;71.9;32.4;803.8;745.4
44205.41667;16.43;11.84;1873.71;179.52;83.99;26667;14641.8;1.82;62;13;71.3;29.9;916.7;738.8
44205.45833;16.42;11.84;2065.36;196.95;84.39;26644.7;14572;1.82;62.2;13;71.6;33.1;825;738.1
44205.5;16.39;11.84;2105.04;194.81;84.71;26431;14425.6;1.82;62.1;13;71.8;34.4;802.1;736.2
44205.54167;16.41;11.83;1992.94;186.92;84.79;26271.5;14433.3;1.82;62;13;71.3;33.4;839.5;700.5
44205.58333;16.43;11.83;1892.39;155.92;83.75;25913.3;14314;1.82;62;13;70.8;32.2;869.6;708.6
44205.625;16.41;11.83;2039.86;164.79;82.32;26058.7;14422.4;1.81;63.1;13;70.6;32.9;802.9;709
44205.66667;16.37;11.85;2144.32;141.35;81.36;26482.6;14565;1.81;63.9;13;71.2;32.4;779;915.3
44205.70833;16.36;11.85;2130.52;151.33;81.23;26630.7;14586.7;1.81;63.9;13;71.5;32.7;794.3;924.8
44205.75;16.32;11.82;2046.05;139.04;81.57;26554.8;14612.2;1.81;64;13;71.1;30.9;823.7;930.7
44205.79167;16.32;11.82;2115.67;161.76;82.53;26663.3;14582.7;1.81;63.9;13;71.6;32.7;803.2;932.2
44205.83333;16.33;11.82;2120.36;179.41;83.93;26677.7;14592.6;1.82;63.7;13;71.6;32.8;801.4;938.6
44205.875;16.35;11.83;2057.6;179.72;84.51;26667.2;14598.9;1.82;63.3;13;71.6;32.3;827.7;943.3
44205.91667;16.44;11.83;2102.62;169.66;84.4;26555.5;14609.5;1.82;64.4;13;71.1;31.6;798.8;940.8
44205.95833;16.48;11.84;2156.35;169.38;82.8;26407;14586.9;1.82;63.9;13;70.8;31.6;767;930.8
44206;16.5;11.85;2229.39;184.32;81.06;26413.8;14554.7;1.83;64.1;13;71;33.1;741.4;926.7
44206.04167;16.46;11.81;2215.62;198.99;80.37;26412.2;14476.6;1.83;63.9;13;71.5;34;752;950.7
44206.08333;16.46;11.82;2175.95;199.42;82.19;26506.5;14439.1;1.83;63.1;13;72;33.9;777.2;958.7
44206.125;16.42;11.83;2143.51;209.97;83.96;26468.1;14420;1.83;63.2;13;72;34;789.2;947.7
44206.16667;16.38;11.85;2099.74;189.77;84.38;26421;14548;1.83;64.2;13;71;32.5;794.3;924.9
44206.20833;16.37;11.86;2086.78;191.12;82.9;26309.1;14532.6;1.83;63.9;13;70.8;32.9;792.6;930
44206.25;16.38;11.87;2162.11;174.81;80.03;25997.3;14462.9;1.83;64;13;70.2;33.2;744.2;917.4
44206.29167;16.4;11.87;2369.24;192.62;76.89;26044.4;14443;1.82;64;13;70.4;34.4;675.1;905.6
44206.33333;16.39;11.86;2458.61;181.51;78.95;26081.2;14442.4;1.82;64.1;13;70.6;34.3;648.7;910.2
44206.375;16.39;11.85;2461.86;189.16;81.27;26103.9;14336.4;1.82;64;13;71.3;35.1;656;933.2
44206.41667;16.37;11.87;2453.73;201.26;83.41;26284.8;14371.2;1.81;65.2;13;71.7;34.7;667.9;940.9
44206.45833;16.35;11.86;2413.56;204.76;84.31;26364.5;14463.1;1.8;66.1;13;71.4;33.8;680;937.3
44206.5;16.33;11.84;2231.85;192.74;84.89;25277.9;13902.9;1.79;65.5;12.6;71.1;34.5;734.3;927.4
44206.54167;16.31;11.83;1150.78;128.83;84.25;16765;10077.7;1.68;60.5;8;63;27;818.7;947.5
44206.58333;16.37;11.82;1121.69;102.35;78.97;16712.1;10582.7;1.56;58.5;7;58;23.5;765.5;954.5
44207.29167;16.45;11.85;2400.96;191.73;83.55;5623.7;13597.8;1.83;59.2;13;71.1;36;631.8;837.1
44207.33333;16.39;11.87;2426.4;197.25;84.29;25328.8;13863.2;1.83;60.9;13;71.6;35.6;647.5;837.7
44207.375;16.36;11.87;2373.16;191.4;84.7;25754.1;14065;1.83;62.6;13;71.8;35.6;679.1;840.6
44207.41667;16.33;11.88;2255.41;193.23;84.96;25909.5;14190.9;1.83;62.9;13;71.5;34.8;722.2;837.2
44207.45833;16.31;11.86;2230.93;194.25;84.85;25811.4;14168.4;1.83;63;13;71.3;34.9;725.6;837.9
44207.5;16.27;11.84;2235.39;186.32;84.84;25937.1;14102.2;1.83;62.9;13;72.2;35.3;737.7;845.6
44207.54167;16.21;11.84;2068.54;182.96;84.9;25910.6;14101.3;1.83;63;13;72.1;34.1;803.6;838.8
44207.58333;16.17;11.84;1989.29;168.24;84.64;25336.2;13998;1.83;63;13;70.8;32.3;801.5;811
44207.625;16.18;11.85;1981.64;158.31;81.64;24903.8;13876.6;1.83;62.9;13;70;31.9;780.4;811.4
44207.66667;16.19;11.86;2200.5;164.51;75.62;24970;13865.6;1.83;62.9;13;70.3;33.6;699.3;829.8
44207.70833;16.19;11.85;2320.28;161.79;75.42;25628.5;14141;1.83;61.7;12.9;70.9;35;683.1;831.7
44207.75;16.17;11.84;2410.03;179.77;78.5;26127.6;14363.7;1.83;60.9;13;71.2;34.5;672.3;831.3
44207.79167;16.13;11.84;2433.02;169.66;81.73;26437;14491.5;1.82;61.4;13;71.5;35.1;676.7;817.6
44207.83333;16.11;11.86;2388.32;164.06;83.75;26470.4;14510.9;1.82;61.4;13;71.5;34.3;692.1;819
44207.875;16.12;11.87;2331.48;173.58;84.5;26450.1;14465.3;1.82;60.3;13;71.7;35;713.3;825.7
44207.91667;16.12;11.83;2295.47;180.11;84.78;26403.5;14445;1.82;60.3;13;71.6;34.5;724.1;827.3
