Fecha;Potencia_Molino;Velocidad_Molino;Bajotamano_Harneros_Humedos;P80_Molienda;Nivel_Cajon_Molienda;Alim_BHC_tph;Alim_BHC_m3h;Densidad_Alimentacion_BHC;Presion_Alim_BHC;Ciclones_Abiertos;Cp_Alim_BHC;Cp_OF_BHC;CC;Agua_Proceso_Total
44487;15;11.49;2281.45;25.7;84.94;24738.8;13771.1;1.82;70.3;13;70.1;29.7;661.4;359
44487.04167;15.08;11.49;2046.32;25.7;83.95;25005.9;13739.6;1.82;69.8;13;71.2;31;770.8;366.3
44487.08333;15.16;11.5;2089.33;25.7;83.61;24842.4;13692;1.81;70.1;13;71;30.3;744.1;364.4
44487.125;15.18;11.5;2191.95;25.7;76.79;24851.5;13764.7;1.8;69.8;13;70.5;30.7;700.3;357.4
44487.16667;15.03;11.51;2261.88;25.7;85.41;24968.3;13765.8;1.8;70.7;13;71;30.2;684.1;362.4
44487.20833;15.04;11.52;2124.51;25.7;82.76;24919.4;13678.9;1.79;70.9;13;71.3;32;736.8;360.9
44487.25;14.91;11.52;2193.43;25.7;74.97;25069.3;13919.7;1.78;71.9;13;70.3;30.2;704.3;352.9
44487.29167;14.77;11.53;2115;25.7;75.04;24996.9;14013.8;1.77;71.8;13;69.5;28.6;723.4;346.3
44487.33333;14.67;11.53;1573.32;25.7;77.38;24843.2;14309.6;1.76;68.7;12.9;67;25.4;974;331.5
44487.375;15.48;11.53;1915.56;25.7;79.31;21183.4;12294.8;1.75;66.4;11.8;66.3;25.3;641.6;343.5
44487.41667;15.69;11.59;2175.48;25.7;77.69;19560.1;11309.3;1.73;68;11;66.7;28;499.8;348.5
44487.45833;15.71;11.74;2451.95;25.7;78.59;20397.5;11568.6;1.74;70;11;68.5;31.4;470;353
44487.5;15.47;11.73;2396.38;25.7;77.47;22177.7;12383;1.76;69;11.8;69.8;32.1;547.2;491.2
44487.54167;15.25;11.72;2385.91;25.7;78.15;22825.8;12661.9;1.78;71.4;12;70.4;30.2;574.1;755.9
44487.58333;15.23;11.72;2316.73;25.7;77.88;22886.7;12718.6;1.79;71.4;12;70.2;29.8;594.9;755.9
44487.625;15.31;11.71;2333.52;25.7;77.92;22868.1;12745.4;1.78;71.6;12;70;29.8;586.7;756.5
44487.66667;15.28;11.7;1944.08;25.7;76.93;22984.1;13060.4;1.76;71;12;68.3;25.7;719.3;720.3
44487.70833;15.57;11.7;1852.56;25.7;78.7;22521.5;13013.5;1.74;69;12;66.8;23;723.7;728.1
44487.75;15.61;11.69;2296.81;25.7;78.89;22155.7;12613.2;1.73;68.9;12;68.1;28.9;557.3;736.3
44487.79167;15.63;11.69;2343.59;25.7;77.76;23115.7;13328.5;1.73;66;12;67;28.8;560.5;614.5
44487.83333;15.59;11.7;2352.83;25.7;78.16;23240.6;13319.4;1.73;66.1;12;67.5;30.1;567.5;345.3
44487.875;15.7;11.7;2231.36;25.7;78.33;22306.3;12819.1;1.73;66.5;12;67.2;30.7;572.4;350.5
44487.91667;9.72;7.15;1350;25.7;77.12;15505.3;10586.7;1.68;52;10.6;51.3;29.8;427;304.2
44489.33333;15.67;11.49;1703.34;25.7;82.46;23243.5;13489.7;1.79;71.3;12.3;70;28.6;908;528.8
44489.375;15.58;11.5;2126.36;25.7;80.8;24147.8;13328.1;1.78;73.2;12;70.9;30.5;704.8;500
44489.41667;15.48;11.52;2044.65;25.7;87.38;24526.9;13508;1.78;74.5;12;71;31.3;754.1;462.7
44489.45833;15.52;11.51;1812.55;25.7;79.02;24262.1;13450.2;1.78;73.7;12;70.5;29.9;900.3;452.2
44489.5;16.11;11.48;1448.79;25.7;79.25;19211.6;11269.5;1.69;59.6;10.8;65.3;27.8;1055.8;443.9
44489.54167;15.74;11.48;2044;25.7;84.3;23067.9;12869.7;1.78;65.9;12;69.9;29;689.4;433.6
44489.58333;15.46;11.49;2108.64;25.7;83.84;24456.3;13411.6;1.8;73.9;12;71.4;31.2;728.4;432.5
44489.625;15.59;11.49;1824.44;25.7;83.6;24694.2;13633.7;1.81;67.2;12;70.8;31.8;869.3;433.7
44489.66667;15.43;11.52;2103.08;25.7;85.1;25667.4;14014.3;1.81;70.2;12;71.8;31.9;777.1;432.5
44489.70833;15.28;11.51;2047.34;25.7;88.91;25881.3;14063.5;1.81;71.3;12;72.2;31.3;815.7;433.8
44489.75;15.32;11.5;2055.57;25.7;86.75;25836;14087.5;1.81;69.5;12.8;71.9;30.9;803.7;432.9
44489.79167;15.51;11.5;1772.21;25.7;93.34;25649.1;14098.8;1.81;70.6;13;71.2;30.2;933.3;432.5
44489.83333;15.6;11.61;1703.11;25.7;80.33;25835;14297.7;1.81;71.9;13;70.6;28.1;972.1;432.9
44489.875;15.72;11.61;1598.33;25.7;78.57;25072.9;14091.7;1.78;72.3;12.4;69.2;25.3;991.1;448
44489.91667;15.6;11.62;1758.07;25.7;76.24;24288.1;13743.7;1.75;71.9;12;68.7;23.1;852.4;583.4
44489.95833;15.82;11.59;1269.49;25.7;75.52;22280.4;12927.4;1.72;68.5;11.7;67.2;22.8;882.6;580
44490.08333;12.18;8.71;333.75;25.7;78.66;7450.5;6920.8;1.09;57.5;6.1;10.1;22.8;18.8;577.9
44490.125;16.79;11.35;1355.3;25.7;79.91;17084.2;12298.5;1.39;55.8;7;43.4;22.7;452.7;580.9
44490.16667;16.39;11.6;1874.44;25.7;80.47;19202;11248.8;1.69;63.3;8.4;65.5;25.4;571.5;580.1
44490.20833;16.14;11.7;2130.92;25.7;83.23;20356.8;11425.8;1.77;67.9;10.3;69.4;30.4;564.3;581.3
44490.25;15.57;11.69;2064.1;25.7;75.53;23767.5;13149.6;1.78;72.4;12;70.7;31.8;713.7;578.8
44490.29167;15.36;11.71;1928.24;25.7;75.27;24150;13419.5;1.78;73.1;12;70.3;28.3;785.9;579.6
44490.33333;15.58;11.71;2009.83;25.7;75.45;23633.7;13168.8;1.78;73.3;12;70;29.4;727.5;580
44490.375;15.75;11.7;2275.92;25.7;74.52;23280.2;13037.5;1.77;72.9;12;69.6;31.3;612.5;580.7
44490.41667;15.79;11.69;2338.01;25.7;76.7;23303.4;13102.2;1.78;73.1;12;69.2;30.3;590.6;580
44490.45833;15.69;11.69;2369.37;25.7;78.19;23413.5;13036.4;1.79;73;12;70.1;31.6;593.2;580.2
44490.5;15.53;11.7;2343.92;25.7;83.3;23645.1;13020.1;1.79;73.6;12;71.1;31.6;617.5;578.3
44490.54167;15.35;11.73;2182.23;25.7;85.4;25004.5;13657.9;1.8;73.1;12.6;71.8;31.6;722.9;584.4
44490.58333;15.35;11.75;1898.13;25.7;82.22;24316.9;13336.9;1.81;74.9;12;71.4;29.6;816.4;619
44490.625;15.7;11.74;1709.27;25.7;75.69;24192.3;13737.5;1.79;75;12;68.3;24.1;867.8;620.6
44490.66667;15.8;11.74;1798.37;25.7;75.01;23969.4;13662.6;1.77;75;12;68;21.1;807.1;622.2
44490.70833;15.86;11.76;1905.48;25.7;75.15;23855;13626.6;1.77;75;12;67.8;21.4;749.1;619.8
44490.75;15.74;11.75;1989.88;25.7;75.45;23994.7;13558.7;1.78;75;12;68.8;23.7;729.7;620
44490.79167;15.64;11.75;2090.34;25.7;75.75;23950.2;13325.3;1.79;75;12;70.1;25.8;703.9;618.9
44490.83333;15.52;11.76;2111.57;25.7;77.74;24018.5;13237.5;1.79;75;12;71;25.1;707.5;619.7
44490.875;15.54;11.76;2156.41;25.7;82.42;23973.6;13163.9;1.8;75.2;12;71.3;29.5;692.8;620.6
44490.91667;15.52;11.75;2129.33;25.7;86.32;24065.6;13159.2;1.81;75.3;12;71.7;29.8;710.1;620.2
44490.95833;15.44;11.75;2001.27;189.51;84.27;24366;13315.3;1.82;76.7;12;71.7;30.3;773.4;618.4
44491;15.5;11.74;2006.38;177.16;83.93;24473.2;13525.2;1.81;77.1;12;70.8;27.6;763.3;621.6
44491.04167;15.62;11.76;2079.5;128.03;84.34;25239.2;13899.5;1.81;74.3;12.9;71;28.3;762.4;620.8
44491.08333;15.61;11.76;2107.08;113.76;83.73;25422;13976.8;1.8;74;13;71.2;29.2;759.1;619.4
44491.125;15.62;11.75;2107.97;110.32;84.01;25320.7;13940.8;1.79;74;13;71.1;29.4;753.8;620.4
44491.16667;15.65;11.76;2108.43;125.42;83.91;25195.6;13916.1;1.79;74.1;13;70.8;29.9;746.1;619.3
44491.20833;15.69;11.75;2107;123.74;83.82;25075.3;13928.9;1.78;74;13;70.3;29.8;736.8;619.6
44491.25;15.78;11.75;1953.6;116.7;81.81;24868.9;13963.9;1.77;72.8;13;69.3;27.4;783;619
44491.29167;16.08;11.75;1894.63;119.64;78.01;24026.3;13557.4;1.77;68;13;68.9;27.2;774;619.9
44491.33333;16.07;11.74;1896.24;107.77;76.63;24152.3;13710.8;1.77;67.3;13;68.4;25.6;770.9;620.7
44491.375;16.09;11.76;1926.82;114.45;73.73;24165.4;13642.8;1.77;66.9;13;68.9;26.9;763.8;620.8
44491.41667;16.13;11.76;1968.15;111.66;78.88;23932.9;13485.4;1.77;65.5;13;69;27.1;739.6;620.2
44491.45833;15.95;11.76;2147.24;122.74;86.91;24591.4;13662;1.78;68.9;13;70.3;28.2;705.4;619.8
44491.5;15.8;11.76;1937.26;115.27;104.25;24185.7;13407.2;1.78;73.6;12.1;70.5;27.6;782.2;618.6
44491.54167;15.86;11.75;1746.9;123.87;104.19;24228.4;13452.4;1.78;74.8;12.2;70.3;28;875.6;609.1
44491.58333;15.86;11.76;1709.7;118.37;103;24159.6;13402.6;1.79;75.9;12;70.4;27.5;895;608.9
44491.625;15.99;11.82;1388.2;119.98;87.96;23720.8;13280.9;1.78;71.2;12.1;69.6;26.2;1107.1;600.2
44491.66667;16.1;11.87;1657.31;100.28;77.88;24394.7;14133.4;1.74;67;13;66.5;22.6;885.4;601.1
44491.70833;15.86;11.86;1858.21;123.87;77.57;24790.8;13988.3;1.74;67.4;13;68.9;25.6;819.7;600.3
44491.75;15.79;11.85;1911.04;127.74;77.36;24735.7;13804;1.75;67;13;69.9;27.7;804.9;599.8
44491.79167;15.81;11.86;1948.87;134.32;76.66;24540.1;13666.1;1.77;67;13;70.1;28.8;782.6;598.4
44491.83333;15.82;11.86;2021.27;131.09;77.38;24425.9;13605.9;1.78;67.1;13;70.1;29.4;747.1;601.9
44491.875;15.84;11.85;1988.33;128.5;76.64;24400.8;13596.5;1.79;66.9;13;70;29.9;759.5;599.4
44491.91667;15.81;11.85;1917.64;126.49;77.19;24540.6;13695;1.8;67;13;69.9;28.4;794.4;599.3
44491.95833;15.71;11.85;1858.67;131.7;77;24734.1;13768.3;1.79;66.9;13;70.1;27.8;833.2;601
44492;15.71;11.85;1806.14;133.91;77.21;24865.1;13820.4;1.79;67;13;70.2;28.1;867.5;600
44492.04167;15.95;11.86;1656.28;117.39;76.9;23570.1;13279.7;1.79;65.8;12.2;69;26;909.5;601.6
44492.08333;16.12;11.86;1971.62;138.38;77.37;22831.1;12835.2;1.79;65.2;12;69.3;29.4;702.3;598.8
44492.125;16.05;11.85;1984.69;139.27;81.11;22730.4;12709.4;1.79;65.8;12;69.7;29.2;698.7;599.1
44492.16667;16;11.86;1871.68;132.68;78.64;22798;12754.4;1.79;66.9;12;69.7;30.3;748.9;599.7
44492.20833;15.92;11.85;1956;132.46;77.15;23075.3;12875.3;1.79;67.9;12.1;69.9;30.4;727.4;599.9
44492.25;15.69;11.86;2245.85;126.16;78.2;24751.3;13725;1.79;69.8;13;70.5;32.3;678.1;601.4
44492.29167;15.46;11.87;2159.69;137.46;83.54;25114.9;13870.3;1.79;71.1;13;70.8;32.4;724.1;599
44492.33333;15.76;11.84;1900.6;134.15;86.82;24280.3;13548.7;1.79;67.3;13;69.9;30.6;795.2;600.6
44492.375;15.86;11.91;1745.03;138.11;77.96;24453.4;13760.9;1.8;67.6;13;69.1;28.9;869.4;599.6
44492.41667;15.81;11.91;1995.43;159.03;78.45;24559.2;13782.6;1.8;69;13;69.4;28.9;757.2;599.5
44492.45833;15.75;12.08;2043.2;183.45;83.57;24700.8;13705.1;1.8;70.2;13;70.4;32.6;751.3;601.2
44492.5;15.75;12.21;1772.18;149.91;87.43;24993.4;13895.7;1.8;70.8;13;70.2;30.9;894.7;590.1
44492.54167;15.71;12.13;1640.32;139.26;76.21;25191.6;14045.7;1.8;70.9;13;70;29;974.8;589.1
44492.58333;15.69;12.1;1651.88;109.72;76.16;25119.5;14080.6;1.8;70.4;13;69.5;26.3;957.3;590.5
44492.625;15.88;12.09;1664.82;158.47;79.82;23839.3;13313;1.8;72.4;12.1;69.8;27.5;900;590.3
44492.66667;15.68;12.01;1651.15;157.65;77.96;24771.2;13788.5;1.8;66.9;12.8;70.1;27.5;952.3;589.9
44492.70833;15.73;12;1648.83;155.05;76.2;24603.9;13714.8;1.8;66.6;13;70;27.3;944.9;590
44492.75;15.39;12;1611.32;146.45;76.65;24068.5;13443.4;1.8;74;12.1;69.8;25.3;943.4;590.3
44492.79167;15.62;12.03;1673.87;162.37;80.3;22572.3;12601;1.8;74.8;11.3;69.9;22.3;842.1;588
44492.83333;15.43;12.01;1872.49;168.62;77.45;23861.4;13252.2;1.8;72.5;12;70.3;28.4;796.3;591.2
44492.875;15.23;12;1870.86;170.29;77.24;24117.5;13276.5;1.8;73;12;71.1;29.6;816.5;590.2
44492.91667;15.42;12;1860.08;164.29;76.59;23930.8;13204.5;1.8;74.2;12;70.9;30.1;812;589.2
44492.95833;15.39;12.03;1927.18;142.99;77.5;24471.2;13570.1;1.8;73.2;12.6;70.4;28.7;794.6;589.7
44493;15.37;12;1954.1;132.28;79.77;24726.1;13681.6;1.8;72.2;13;70.6;28.8;793.9;589.8
44493.04167;15.58;12;1952.31;108.22;82.84;24742.7;13702.3;1.8;72.1;13;70.6;29.1;794.4;590.1
44493.08333;15.47;12.01;1953.3;93.7;84.03;24878.8;13792.8;1.8;72.1;13;70.5;29.1;797.7;589.3
44493.125;15.48;12.01;1870.15;93.02;83.81;24856;13836.7;1.8;72;13;70.1;27.8;832.3;590.3
44493.16667;15.43;11.98;1772.9;97.65;81.44;25080.3;14014;1.8;71.9;13;69.8;26;887.3;589.5
44493.20833;15.42;11.99;1752.86;81.32;77.9;25258.1;14112.9;1.8;71.9;13;69.8;25.3;905.6;591.5
44493.25;15.32;12;1780.79;63.49;74.81;25384.1;14136.4;1.81;72;13;70.1;25.6;898.9;589.8
44493.29167;15.48;11.99;1663.07;112.93;74.69;24683.9;13720;1.81;70.8;12.6;70.2;25.6;945.7;590.6
44493.33333;15.79;11.99;1663.17;112.03;75.28;23332.4;13014.7;1.81;70.2;12;69.9;26;883;590.3
44493.375;15.7;12;1821.52;126.6;75.73;23378.7;12939.2;1.81;69.8;12;70.6;28.5;806.5;590
44493.41667;15.43;11.88;1841.92;104.44;75.18;23622.2;13058;1.81;70;12;70.7;27.9;807.1;590.1
44493.45833;15.43;11.87;1883.85;101.3;77.09;23613.7;13025.1;1.81;70.1;12;70.9;28.3;789.2;589.7
44493.5;15.44;11.86;1821.05;85.46;80.79;23734.8;13164.5;1.81;70.2;12;70.4;27.9;818.1;590.2
44493.54167;15.51;11.86;1849.19;97.2;83.35;23730.6;13157.4;1.81;70.1;12;70.5;28.4;804.3;589.3
44493.58333;15.53;11.84;1854.22;91.29;84.02;23843.6;13249.1;1.81;70;12.1;70.3;28.3;803.7;589.6
44493.625;15.6;11.85;1879.13;98.99;84.43;23632.4;13160.8;1.81;70.1;12;70.1;27.9;781.3;590.4
44493.66667;15.65;11.84;1947.18;109.7;83.99;23618.2;13148.7;1.81;70.1;12;70.1;27.6;751.3;590.7
44493.70833;15.53;11.86;1965.58;122.84;83.81;23874;13191.7;1.82;71;12;70.8;29.1;759.8;589.3
44493.75;15.52;11.85;1848.91;106.75;81.91;23888.6;13206.6;1.82;70.9;12;70.7;28.6;814.2;590.1
44493.79167;15.49;11.85;1764.49;98.27;80.74;23868.4;13286;1.81;71.1;12;70.1;26.3;848.7;589.1
44493.83333;15.3;11.85;1834.89;98.27;83.45;24424.3;13631.5;1.81;73.2;12;69.9;25.4;831.2;589.5
44493.875;15.45;11.86;1814.66;119.04;86.64;23283.5;12904.3;1.81;71.4;11.5;70.5;27.4;806.2;590.6
44493.91667;15.65;11.83;1522.5;97.85;92.17;22291.5;12465.7;1.81;73.8;11;69.7;26.7;922.9;590.4
44493.95833;15.75;11.83;1403.44;112.89;81.44;21814.8;12301.8;1.8;73.5;11;69;25.5;974.8;590
44494;15.61;11.85;1880.21;111.62;75.16;23431.2;13088.6;1.8;70.6;11.8;69.8;28.3;772.7;589
44494.04167;15.51;11.84;1932.21;141.05;78.26;23686.9;13045.7;1.8;69.9;12;71;30;771.4;590.6
44494.08333;15.52;11.86;1789.56;139.87;85.54;23386.7;12880.8;1.8;71.1;11.6;71;27.6;829.2;589.8
44494.125;15.82;11.86;1330.37;121.11;84.98;21784.9;12193.4;1.81;71.4;11.1;69.6;22.4;1042;590.1
44494.16667;15.87;11.87;1547.62;119.21;74.85;20931.4;11751.8;1.81;71.9;11;69.3;21.6;844.8;590.2
44494.20833;15.77;11.87;1821.4;138.35;77.14;21756.8;12093.5;1.81;71.9;11.1;70.2;27.5;744.4;590.7
44494.25;15.6;11.86;1630.31;108.59;87.85;22371.5;12361.1;1.8;73.8;11;70.8;28.1;883.5;588
44494.29167;15.78;11.87;1425;112.81;78.88;19365.9;13185;1.79;66.8;12.2;69.7;26.6;1053.3;589.7
44494.33333;15.8;11.85;1459.67;110.14;78.32;24867.6;14150.6;1.78;64.8;13;68.2;22.2;1063.1;591.6
44494.375;15.74;11.84;1592.87;117.55;78.28;25126.3;14168.8;1.78;64.9;13;69;23.8;989.5;589.7
44494.41667;15.69;11.84;1647.82;143.24;77.94;25197.5;14070.4;1.78;64.8;13;69.8;27.2;968.1;590
44494.45833;15.66;11.85;1670.91;140;78.19;25224.5;14067;1.78;64.9;13;70;27.3;956.1;590.2
44494.5;15.64;11.85;1669.29;146.42;78.15;25080.6;13913.9;1.78;65.2;13;70.4;28.4;958;590.3
44494.54167;15.64;11.85;1609.53;140.9;78.02;25062.8;13898.1;1.79;65.3;13;70.4;28.5;997.1;590
44494.58333;15.75;11.83;1580.03;134.87;77.94;24852.2;13784.5;1.79;64;13;70.4;28.5;1007.9;589
44494.625;15.77;11.85;1576.58;131.67;77.83;24849.2;13850.4;1.79;63.5;13;70;27.2;1004.1;590.4
44494.66667;15.84;11.86;1731.92;153.6;78.36;24690.5;13709;1.8;63;13;70.3;28.7;903.3;590
44494.70833;15.83;11.86;1757.57;132.37;78.12;24848.6;13756.8;1.8;62.9;13;70.6;29.2;898.3;590.8
44494.75;15.84;11.86;1808.18;146.77;77.97;24858.7;13744.3;1.8;63;13;70.7;29.6;872.7;589.4
44494.79167;15.85;11.87;1810.96;147.61;77.72;24837.1;13745.4;1.8;62.9;13;70.6;30;869;590.2
44494.83333;15.82;11.85;1792.89;149.32;78.59;25038.2;13799.5;1.8;63;13;71;29.6;891.5;589.8
44494.875;15.86;11.85;1760.09;145.25;77.67;25092.6;13841.6;1.8;62.9;13;70.9;29.8;910.9;589.5
44494.91667;15.87;11.85;1735.61;141.82;77.95;25146.9;13887.5;1.8;62.9;13;70.8;29.7;926;590
44494.95833;15.87;11.83;1720.95;149.8;77.91;25083.6;13880.2;1.8;62.9;13;70.6;29.5;929.7;590
44495;15.89;11.85;1688.97;135.46;78.05;25045;13902.4;1.8;62.9;13;70.4;28.4;943.4;591.2
44495.04167;15.9;11.85;1739.05;137.23;78.16;25022.9;13899.1;1.8;63;13;70.3;28.7;911.7;589.7
44495.08333;15.89;11.83;1778.03;133.57;78.29;24976.9;13830.7;1.8;63;13;70.6;29.5;891.5;590.4
44495.125;15.88;11.83;1737.21;153.24;78.48;25004.3;13832.5;1.8;62.9;13;70.6;30;917.3;589.3
44495.16667;15.87;11.85;1706.13;139.73;77.78;25005.4;13900.5;1.8;62.9;13;70.2;28.6;929.4;590.2
44495.20833;15.86;11.85;1721.28;144.75;78.41;25019.4;13895.8;1.8;63;13;70.3;28.4;922.3;590.7
44495.25;15.84;11.86;1794.41;147.86;80.65;25054.7;13828.6;1.8;64;13;70.9;29.9;890;589.8
44495.29167;15.79;11.85;1787.75;148.81;79.31;25136.7;13845.2;1.8;64.9;13;71;30.4;898.9;589.3
44495.33333;15.78;11.87;1792.23;140.85;77.61;25057.6;13833;1.81;64.9;13;70.8;29.7;890.5;590
44495.375;15.82;11.86;1807.74;132.1;78.11;24997.7;13821.7;1.81;64.8;13;70.7;29.5;877.8;590.4
44495.41667;15.91;11.85;1812.29;141.6;78.42;24683;13631.5;1.81;63.3;13;70.8;30.1;864.3;590
44495.45833;15.97;11.85;1783.06;156.77;80.19;24618.8;13600.7;1.81;63;13;70.8;30.5;877.3;590.1
44495.5;15.97;11.86;1785.13;147.63;82.04;24573.7;13589.5;1.81;63.1;13;70.7;30.5;873.2;589.4
44495.54167;15.93;11.86;1811.27;171.64;81.15;24545.1;13554.5;1.81;63.4;13;70.8;30.8;859.7;589.6
44495.58333;15.85;11.85;1809.24;158;77.84;24582.7;13567.1;1.81;63.4;13;70.9;31;862.9;590.2
44495.625;15.86;11.84;1805.36;146.85;78.14;24531.3;13551.9;1.81;63.5;13;70.8;30.9;861.8;590.4
44495.66667;15.88;11.86;1784.21;129.3;78.09;24666.5;13613.2;1.81;63.4;13;70.9;30.6;879.7;590.1
44495.70833;15.94;11.86;1856.8;140.13;77.67;24327.6;13531;1.81;63.6;13;70.2;30.2;820.1;590.1
44495.75;15.99;11.85;2005.62;143.99;78.28;24145.1;13402.1;1.81;63.5;13;70.4;32.1;747.1;590.2
44495.79167;15.99;11.85;1853.48;136.18;76.85;24381.8;13600.4;1.81;63.3;13;69.9;29.9;820.2;588.5
44495.83333;16.04;11.85;1808.29;135.19;76.83;24675;13864.5;1.81;63.5;13;69.3;27.2;845.6;588.8
44495.875;16.05;11.86;1791.04;126.84;77.06;24618.6;13857.6;1.81;63.4;13;69.1;26.4;850.2;590.9
44495.91667;16.04;11.84;1802.41;139.24;77.16;24720.8;13852.7;1.81;63.5;13;69.5;26.8;853.8;590.3
44495.95833;16.06;11.85;1888.1;139.67;77.52;24708.7;13742.7;1.81;63.4;13;70.2;28.3;818.6;591.8
44496;15.96;11.84;1896.97;151.01;78.2;24980.6;13787.3;1.81;64.2;13;70.8;29.2;833.2;589.1
44496.04167;15.9;11.86;1884.52;137.73;82.82;25123.7;13832.4;1.8;65;13;71.1;29.3;847.7;590.7
44496.08333;15.99;11.86;1805.31;142.04;85.17;25152.9;13828.6;1.8;65;13;71.2;29.5;892.1;590.2
44496.125;16.06;11.85;1786.25;155.45;84.1;25061;13821.2;1.8;64.9;13;70.9;29.1;895.3;588.7
44496.16667;16.11;11.84;1793.12;140.84;84.76;24977.4;13887;1.8;65.1;13;70.2;28.1;878.1;590.1
44496.20833;16.17;11.86;1834.37;149.83;82.44;24751.3;13797.8;1.8;64.9;13;70;29.7;844.5;590.2
44496.25;16.15;11.85;1794.14;135.76;79.28;24950.9;13923.1;1.8;64.8;13;69.9;28.9;873.5;589
44496.29167;16.22;11.83;1755.15;113.85;77.78;24769.9;13895.2;1.8;63.4;13;69.4;27.3;880.5;591.3
44496.33333;16.22;11.85;1864.44;135.31;75.2;24703.3;13737.8;1.8;62.9;13;70.2;29.5;830.3;590.5
44496.375;16.21;11.84;1946.43;141.21;75.49;24682.7;13676;1.8;63;13;70.5;31;794.6;588.4
44496.41667;16.25;11.86;2035.12;133.41;77.22;24668.9;13672;1.8;63;13;70.5;31.4;754.7;591.5
44496.45833;16.23;11.85;2009.93;132.49;79.53;24830.9;13721.6;1.8;63.1;13;70.8;31.6;774.2;590.3
44496.5;16.18;11.84;1919.66;135.34;82.78;24849.4;13695.2;1.8;63;13;71;30.7;819.3;589.9
44496.54167;16.18;11.87;1801.67;129.2;84.19;24915.6;13823.9;1.8;63;13;70.4;28.7;874;589.2
44496.58333;16.27;11.85;1770.71;144.26;82.41;24654.5;13774.3;1.79;62.9;13;69.8;28.8;871.9;590.1
44496.625;16.31;11.87;1846.24;121.63;76.76;24533.9;13733.3;1.79;62.8;13;69.6;29.2;825.8;589.7
44496.66667;16.3;11.86;1987.15;116.03;74.26;24522.9;13713.9;1.79;63;13;69.7;29.4;760.6;590.6
44496.70833;16.27;11.85;1932.78;154.43;76.61;24649.9;13750.6;1.77;62.9;13;69.9;29.3;793;589.9
44496.75;16.36;11.86;1700.39;203.77;74.67;24307.7;13899.2;1.74;63;13;67.7;25.7;868.4;587.4
44496.79167;16.47;11.85;1793.2;214.87;74.78;23633.9;13764.4;1.73;63.3;13;66;24.6;774.2;590.2
44496.83333;16.46;11.85;2173.9;233.68;74.65;23538.7;13506.1;1.73;63;13;67.4;30;630.1;590.9
44496.875;16.42;11.85;2215.77;221.46;77.1;23628.7;13465.7;1.73;63;13;68;31.1;625.5;590.7
44496.91667;16.36;11.85;2108.55;235.13;74.89;23851.9;13514.4;1.73;62.7;13;68.5;31.7;676.7;589.3
44496.95833;16.36;11.85;1893.1;216.69;73.36;24028.1;13722;1.73;62.9;13;67.8;28.7;761.1;589.6
44497;16.39;11.85;2002.95;211.51;73.58;23970.5;13705.9;1.74;63;13;67.7;29.1;711.3;589.8
44497.04167;16.37;11.86;2014.75;206.18;76.04;23993.9;13707.4;1.74;63;13;67.8;28.9;707.6;590.8
44497.08333;16.4;11.85;2003.79;205.85;75.43;23787.9;13614.3;1.74;63;13;67.6;28.8;703;589.4
44497.125;16.53;11.85;2008.14;205.18;74.42;23457;13617.4;1.74;63;13;66.3;28.1;675.4;590.3
44497.16667;16.64;11.86;1941.63;191.49;73.31;22997.1;13565.5;1.73;63;13;64.9;25.9;668.4;588.5
44497.20833;16.72;11.86;1947.29;201.73;73.03;22676.4;13456.7;1.72;63;13;64.3;25.1;648.8;589.5
44497.25;16.72;11.85;1951.18;202.54;73.13;22857.5;13563.9;1.71;62.9;13;64.3;25.2;653.3;590.6
44497.29167;16.62;11.85;1956.53;191.09;73.49;23415.7;13685.7;1.71;62.9;13;65.7;25.8;686.6;592.2
44497.33333;16.5;11.85;2018.89;187.12;73.67;23792.2;13696.7;1.73;62.8;13;67.1;27.6;690.8;590.2
44497.375;16.38;11.85;2220.79;188.82;75.89;24011.5;13629.7;1.75;63;13;68.4;28.7;640.2;592
44497.41667;16.29;11.86;2395.94;199.7;78.65;24236.5;13481.2;1.77;63.2;13;70.2;32.9;610.1;590.3
44497.45833;16.31;11.84;1876.26;174.74;78.79;24492.6;13751.7;1.78;62.7;13;69.3;29.1;808.9;589
44497.5;16.42;11.85;1988.27;182.62;75.77;24312.1;13698;1.78;63.1;13;69.1;29.4;745.4;590.2
44497.54167;16.43;11.86;2160.19;179.67;75.06;24234.9;13658.9;1.77;63;13;69;31.9;674.6;590.1
44497.58333;16.42;11.85;1746.9;150.13;74.37;24225.1;13790.7;1.77;62.7;13;68.1;28.4;855.4;589.7
44497.625;16.49;11.86;1913.66;150.9;74.64;24045.6;13799.8;1.76;63.3;13;67.4;26.9;751.1;590.2
44497.66667;16.39;11.86;2147.95;165.18;74.16;23982.4;13454.4;1.76;63.1;13;69.4;32.1;676.2;589.4
44497.70833;16.33;11.85;2278.82;155.97;78.65;24006.5;13369;1.77;63.1;13;70.1;33.9;638.7;590.3
44497.75;16.31;11.85;2199.12;135.95;78.78;24152.4;13437.3;1.77;62.8;13;70.2;33.6;670.7;590.1
44497.79167;16.27;11.86;2200.09;123.94;78.1;24195.5;13418.4;1.77;63;13;70.4;33.2;674.9;590.1
44497.83333;16.23;11.85;2143.78;109.27;82.15;24510.5;13550.2;1.78;63;13;70.7;32.5;708.8;590.1
